0.149,0.486,2143562
0.149,0.491,1310176
0.149,0.492,1303443
0.15,0.486,1426059
0.15,0.487,1279486
0.15,0.492,1294171
0.15,0.495,1439046
0.151,0.487,1171491
0.151,0.488,1084384
0.151,0.489,1065040
0.151,0.49,1060805
0.151,0.491,1041008
0.151,0.492,1258006
0.151,0.494,1090221
0.151,0.495,1391360
0.151,0.498,1183545
0.151,0.499,1602917
0.152,0.488,1213727
0.152,0.491,1029303
0.152,0.492,1005647
0.152,0.494,1006520
0.152,0.495,1042394
0.152,0.496,1133464
0.152,0.497,1147780
0.152,0.498,1167336
0.153,0.49,992010
0.153,0.492,956435
0.153,0.494,1003364
0.153,0.498,1338972
0.154,0.49,937436
0.154,0.491,940110
0.154,0.492,951627
0.154,0.493,996374
0.154,0.494,996984
0.154,0.495,1004416
0.154,0.496,1006819
0.155,0.488,994242
0.155,0.489,934365
0.155,0.49,922986
0.156,0.47500000000000003,1922083
0.156,0.489,917341
0.156,0.49,890764
0.156,0.491,975901
0.157,0.47500000000000003,1599806
0.157,0.47600000000000003,1518753
0.157,0.47700000000000004,1146606
0.157,0.488,954684
0.157,0.49,890182
0.158,0.47700000000000004,1037716
0.158,0.47800000000000004,1062562
0.158,0.47900000000000004,1069214
0.158,0.485,1073716
0.158,0.486,1011831
0.158,0.488,840631
0.158,0.489,843808
0.158,0.49,887989
0.159,0.47400000000000003,1139537
0.159,0.47600000000000003,1019032
0.159,0.47700000000000004,1037482
0.159,0.47800000000000004,1048856
0.159,0.486,923699
0.159,0.487,849558
0.159,0.488,833531
0.159,0.489,862443
0.159,0.495,1025983
0.16,0.47400000000000003,1005612
0.16,0.47500000000000003,955281
0.16,0.47600000000000003,879113
0.16,0.488,833150
0.16,0.489,835208
0.16,0.492,906792
0.16,0.493,1001737
0.16,0.494,1006753
0.16,0.495,1012677
0.16,0.496,1045919
0.161,0.465,1660415
0.161,0.47600000000000003,869297
0.161,0.484,904500
0.161,0.487,878664
0.161,0.488,827827
0.161,0.489,868895
0.161,0.49,895502
0.161,0.491,895933
0.161,0.492,899344
0.161,0.493,983514
0.161,0.496,1086001
0.162,0.465,1543659
0.162,0.466,1537128
0.162,0.467,1472053
0.162,0.47500000000000003,868179
0.162,0.47600000000000003,849522
0.162,0.47700000000000004,840071
0.162,0.484,834876
0.162,0.487,820379
0.162,0.488,824169
0.162,0.492,958885
0.163,0.467,1272739
0.163,0.468,1174313
0.163,0.47000000000000003,1012891
0.163,0.47100000000000003,1275838
0.163,0.47700000000000004,838417
0.163,0.482,866346
0.163,0.483,823671
0.163,0.484,803822
0.163,0.485,802546
0.163,0.487,814998
0.163,0.492,1134428
0.163,0.493,1389740
0.163,0.494,1627861
0.164,0.468,1056194
0.164,0.46900000000000003,993454
0.164,0.47000000000000003,978299
0.164,0.47100000000000003,956627
0.164,0.47200000000000003,909520
0.164,0.47400000000000003,871536
0.164,0.47700000000000004,817480
0.164,0.48,835264
0.164,0.485,772372
0.164,0.486,796541
0.164,0.487,797265
0.165,0.47100000000000003,1020978
0.165,0.47200000000000003,880919
0.165,0.47300000000000003,858234
0.165,0.47400000000000003,856678
0.165,0.47700000000000004,813770
0.165,0.48,753764
0.165,0.482,800490
0.165,0.485,770815
0.165,0.486,781051
0.166,0.47400000000000003,848922
0.166,0.47600000000000003,809038
0.166,0.47700000000000004,771248
0.166,0.48,752138
0.166,0.482,726482
0.166,0.483,727001
0.166,0.484,733996
0.166,0.485,742711
0.166,0.486,779791
0.166,0.488,827009
0.167,0.47400000000000003,829280
0.167,0.47700000000000004,758154
0.167,0.47800000000000004,742651
0.167,0.47900000000000004,734206
0.167,0.48,732433
0.167,0.482,725342
0.167,0.485,763802
0.167,0.486,781877
0.167,0.487,788349
0.167,0.488,808750
0.167,0.489,860246
0.167,0.49,889728
0.168,0.47200000000000003,1169057
0.168,0.47300000000000003,880778
0.168,0.47400000000000003,811231
0.168,0.47500000000000003,804025
0.168,0.47600000000000003,775398
0.168,0.47700000000000004,761741
0.168,0.47800000000000004,734729
0.168,0.48,703353
0.168,0.482,716390
0.168,0.483,759479
0.168,0.49,945218
0.169,0.46900000000000003,1342658
0.169,0.47000000000000003,1281903
0.169,0.47100000000000003,1260191
0.169,0.47200000000000003,988660
0.169,0.47300000000000003,899363
0.169,0.47400000000000003,854001
0.169,0.47800000000000004,724455
0.169,0.48,701391
0.169,0.481,699998
0.169,0.482,703590
0.169,0.483,725460
0.169,0.49,1143526
0.17,0.47200000000000003,1184715
0.17,0.47300000000000003,912790
0.17,0.47700000000000004,796403
0.17,0.47800000000000004,709691
0.17,0.47900000000000004,696848
0.17,0.481,699624
0.17,0.483,726760
0.171,0.47200000000000003,1346721
0.171,0.47300000000000003,924867
0.171,0.47700000000000004,763442
0.171,0.47800000000000004,713032
0.171,0.47900000000000004,694895
0.171,0.48,693868
0.171,0.481,699015
0.17200000000000001,0.48,691354
0.17200000000000001,0.484,722194
0.17200000000000001,0.485,750049
0.17200000000000001,0.486,810366
0.17200000000000001,0.487,954859
0.17200000000000001,0.488,1024594
0.17300000000000001,0.48,687878
0.17300000000000001,0.484,696689
0.17300000000000001,0.485,750729
0.17400000000000002,0.47600000000000003,773056
0.17400000000000002,0.47700000000000004,766860
0.17400000000000002,0.47800000000000004,706830
0.17400000000000002,0.47900000000000004,703893
0.17400000000000002,0.48,683616
0.17400000000000002,0.481,681972
0.17400000000000002,0.484,691241
0.17400000000000002,0.487,865009
0.17500000000000002,0.47600000000000003,816808
0.17500000000000002,0.47700000000000004,892746
0.17500000000000002,0.47800000000000004,707082
0.17500000000000002,0.481,679370
0.17500000000000002,0.482,679322
0.17500000000000002,0.483,680442
0.17500000000000002,0.484,681440
0.17500000000000002,0.485,694054
0.17500000000000002,0.486,772450
0.17500000000000002,0.487,830151
0.176,0.482,678129
0.176,0.484,690904
0.176,0.485,740421
0.176,0.486,741908
0.176,0.487,779531
0.177,0.482,668045
0.177,0.484,736644
0.177,0.487,908216
0.178,0.482,661278
0.179,0.482,660446
0.18,0.47800000000000004,723123
0.18,0.482,654422
0.18,0.486,750937
0.18,0.487,855912
0.18,0.488,956064
0.181,0.47400000000000003,938838
0.181,0.47800000000000004,671123
0.181,0.47900000000000004,660307
0.181,0.481,648665
0.181,0.482,653268
0.181,0.483,657998
0.181,0.484,677933
0.181,0.485,727409
0.181,0.486,731784
0.182,0.47300000000000003,1006422
0.182,0.47400000000000003,859213
0.182,0.47500000000000003,728213
0.182,0.47600000000000003,684033
0.182,0.47700000000000004,674300
0.182,0.47800000000000004,655167
0.182,0.47900000000000004,648147
0.182,0.481,648411
0.182,0.482,649686
0.182,0.484,684938
0.183,0.47800000000000004,673781
0.183,0.47900000000000004,646632
0.183,0.48,641312
0.183,0.481,641245
0.183,0.484,701286
0.184,0.481,638718
0.184,0.484,809862
0.184,0.485,940703
0.184,0.486,1429654
0.185,0.481,637122
0.186,0.481,632284
0.187,0.481,632126
0.187,0.483,707058
0.188,0.46,1039233
0.188,0.468,794292
0.188,0.46900000000000003,786131
0.188,0.47100000000000003,908916
0.188,0.47300000000000003,849892
0.188,0.481,627507
0.188,0.482,647182
0.188,0.483,657320
0.188,0.484,670824
0.188,0.485,704933
0.189,0.46,991674
0.189,0.461,945147
0.189,0.462,899853
0.189,0.46900000000000003,760994
0.189,0.47100000000000003,726897
0.189,0.47300000000000003,743748
0.189,0.48,624355
0.189,0.481,624774
0.189,0.488,857533
0.19,0.462,864977
0.19,0.46900000000000003,744722
0.19,0.47000000000000003,703948
0.19,0.47100000000000003,703811
0.19,0.47200000000000003,679626
0.19,0.47300000000000003,672564
0.19,0.47600000000000003,657192
0.19,0.47800000000000004,639597
0.19,0.48,623689
0.19,0.487,656945
0.19,0.488,682436
0.191,0.462,813594
0.191,0.47300000000000003,666073
0.191,0.47400000000000003,663213
0.191,0.47500000000000003,635694
0.191,0.47600000000000003,620910
0.191,0.47700000000000004,616039
0.191,0.47800000000000004,610273
0.191,0.47900000000000004,611045
0.191,0.48,618864
0.191,0.483,627997
0.191,0.484,637186
0.191,0.485,650088
0.191,0.487,653825
0.192,0.461,1036853
0.192,0.462,776104
0.192,0.47800000000000004,607967
0.192,0.483,612547
0.192,0.487,652818
0.193,0.461,1013106
0.193,0.462,766478
0.193,0.47800000000000004,607506
0.193,0.481,603939
0.193,0.483,607965
0.193,0.484,612714
0.193,0.485,614296
0.193,0.487,645414
0.193,0.489,736419
0.193,0.491,989288
0.194,0.462,766370
0.194,0.463,750888
0.194,0.464,710655
0.194,0.465,739748
0.194,0.47800000000000004,603865
0.194,0.481,586771
