0.031,0.799,556903
0.031,0.802,477815
0.031,0.805,536132
0.032,0.799,482140
0.032,0.8,420447
0.032,0.801,434034
0.032,0.802,449832
0.032,0.803,484199
0.032,0.804,497943
0.032,0.805,515586
0.033,0.795,481528
0.033,0.799,437169
0.033,0.8,419007
0.034,0.78,577649
0.034,0.79,449331
0.034,0.791,438215
0.034,0.795,463895
0.034,0.8,417800
0.034,0.801,399646
0.034,0.809,582737
0.035,0.78,436980
0.035,0.781,436293
0.035,0.783,464812
0.035,0.791,426447
0.035,0.793,428749
0.035,0.794,428413
0.035,0.795,447437
0.035,0.8,401567
0.035,0.801,395796
0.035,0.809,549445
0.036000000000000004,0.781,418291
0.036000000000000004,0.782,413314
0.036000000000000004,0.783,419387
0.036000000000000004,0.785,442414
0.036000000000000004,0.786,455476
0.036000000000000004,0.791,417329
0.036000000000000004,0.794,406764
0.036000000000000004,0.801,395688
0.036000000000000004,0.804,473136
0.036000000000000004,0.806,434981
0.036000000000000004,0.807,475742
0.036000000000000004,0.808,481300
0.036000000000000004,0.809,509521
0.036000000000000004,0.81,511388
0.037,0.782,408160
0.037,0.785,404216
0.037,0.788,431853
0.037,0.789,412620
0.037,0.79,403457
0.037,0.791,379707
0.037,0.792,379651
0.037,0.794,404382
0.037,0.8,397351
0.037,0.801,386785
0.037,0.802,400855
0.037,0.803,401856
0.037,0.804,407400
0.037,0.805,407659
0.037,0.806,422100
0.037,0.808,485404
0.038,0.782,404013
0.038,0.783,400800
0.038,0.785,395609
0.038,0.792,378725
0.038,0.794,382557
0.038,0.801,386035
0.039,0.783,398609
0.039,0.785,390727
0.039,0.788,371625
0.039,0.792,372415
0.039,0.793,375305
0.039,0.794,375529
0.039,0.8,375186
0.039,0.801,381938
0.04,0.783,389615
0.04,0.785,375827
0.04,0.788,371431
0.04,0.792,365069
0.04,0.8,369974
0.04,0.801,371286
0.04,0.8250000000000001,552403
0.04,0.8260000000000001,619561
0.041,0.778,506583
0.041,0.779,460358
0.041,0.78,401714
0.041,0.781,401449
0.041,0.782,391435
0.041,0.783,381236
0.041,0.784,381106
0.041,0.785,372439
0.041,0.786,371498
0.041,0.787,369975
0.041,0.788,367505
0.041,0.789,366930
0.041,0.79,365038
0.041,0.791,361729
0.041,0.792,361353
0.041,0.8,369356
0.041,0.8250000000000001,511667
0.042,0.792,359253
0.042,0.793,358236
0.042,0.796,362073
0.042,0.8,368461
0.042,0.801,368617
0.042,0.8230000000000001,486548
0.042,0.8240000000000001,462738
0.042,0.8250000000000001,470433
0.042,0.8260000000000001,472076
0.042,0.8270000000000001,493820
0.042,0.8280000000000001,631013
0.042,0.8290000000000001,640909
0.043000000000000003,0.793,356890
0.043000000000000003,0.794,345271
0.043000000000000003,0.796,345134
0.043000000000000003,0.798,354430
0.043000000000000003,0.799,364199
0.043000000000000003,0.8,364612
0.043000000000000003,0.801,372067
0.043000000000000003,0.8240000000000001,460665
0.043000000000000003,0.8260000000000001,489958
0.044,0.793,357900
0.044,0.794,343105
0.044,0.796,344704
0.044,0.798,353845
0.044,0.8230000000000001,424337
0.044,0.8240000000000001,446246
0.044,0.8310000000000001,650297
0.045,0.793,364912
0.045,0.794,342417
0.045,0.795,341189
0.045,0.796,342911
0.045,0.797,344328
0.045,0.798,352579
0.045,0.799,359071
0.045,0.8,361945
0.045,0.8200000000000001,535283
0.045,0.8230000000000001,412033
0.045,0.8310000000000001,497334
0.046,0.793,345782
0.046,0.794,340813
0.046,0.795,340768
0.046,0.796,337061
0.046,0.8200000000000001,484140
0.046,0.8230000000000001,392066
0.046,0.8270000000000001,434750
0.046,0.8280000000000001,467297
0.046,0.8300000000000001,472088
0.046,0.8310000000000001,496239
0.047,0.791,369826
0.047,0.792,365355
0.047,0.793,348021
0.047,0.796,336873
0.047,0.798,345651
0.047,0.799,354282
0.047,0.8200000000000001,414625
0.047,0.8210000000000001,385625
0.047,0.8220000000000001,385864
0.047,0.8230000000000001,385930
0.047,0.8240000000000001,387960
0.047,0.8250000000000001,401084
0.047,0.8260000000000001,407434
0.047,0.8270000000000001,411401
0.047,0.8280000000000001,433621
0.047,0.8290000000000001,447190
0.047,0.8300000000000001,452466
0.048,0.796,334600
0.048,0.798,342170
0.048,0.812,405721
0.048,0.8140000000000001,561445
0.048,0.8170000000000001,399368
0.048,0.8210000000000001,384360
0.048,0.8270000000000001,412150
0.048,0.8300000000000001,475953
0.049,0.795,337159
0.049,0.796,333725
0.049,0.798,341186
0.049,0.81,396903
0.049,0.811,382825
0.049,0.812,361219
0.049,0.8130000000000001,386875
0.049,0.8140000000000001,459125
0.049,0.8170000000000001,384131
0.049,0.8210000000000001,382977
0.049,0.8270000000000001,415541
0.049,0.8280000000000001,422513
0.05,0.796,333477
0.05,0.797,332639
0.05,0.798,335298
0.05,0.812,360255
0.05,0.8130000000000001,374863
0.05,0.8140000000000001,384517
0.05,0.8170000000000001,383869
0.05,0.8210000000000001,380907
0.05,0.8220000000000001,382529
0.05,0.8280000000000001,423884
0.051000000000000004,0.797,330267
0.051000000000000004,0.798,330551
